customer_id,location_id,ChannelID,Age,Gender,Phone,RegisterDate
1,11,0,37,Male,01161367271,2021-02-15
2,4,0,21,Male,01045609322,2021-02-15
3,15,0,25,Female,01013726638,2021-02-15
4,14,0,24,Female,01097453071,2021-02-15
5,5,0,24,Female,01081493209,2021-02-15
6,10,0,38,Female,01246771185,2021-02-16
7,4,0,23,Male,01245385715,2021-02-17
8,7,0,18,Female,01199033264,2021-02-17
9,11,0,32,Female,01165418051,2021-02-18
10,13,0,34,Female,01263846881,2021-02-18
11,4,0,20,Male,01261117924,2021-02-18
12,4,0,47,Female,01595014592,2021-02-19
13,8,0,30,Male,01291406764,2021-02-19
14,5,0,58,Male,01219171504,2021-02-21
15,5,0,31,Female,01597931398,2021-02-21
16,1,0,26,Male,01131456737,2021-02-21
17,4,0,25,Male,01187272477,2021-02-22
18,6,0,27,Male,01283754416,2021-02-22
19,5,0,21,Male,01203516565,2021-02-24
20,7,0,28,Male,01150633682,2021-02-24
21,8,0,26,Female,01123178912,2021-02-24
22,2,0,52,Female,01045459987,2021-02-24
23,10,0,29,Male,01568259751,2021-02-25
24,10,0,49,Male,01201781167,2021-02-25
25,7,0,36,Female,01580878639,2021-02-25
26,5,0,31,Male,01529708191,2021-02-25
27,12,0,30,Female,01223862430,2021-02-26
28,14,0,36,Male,01031192540,2021-02-26
29,4,0,23,Female,01203345077,2021-02-26
30,4,0,33,Male,01516726750,2021-02-26
31,10,0,26,Male,01245661450,2021-02-26
32,9,0,30,Female,01048430485,2021-02-26
33,5,0,35,Male,01237118531,2021-02-27
34,15,0,18,Female,01215985886,2021-02-27
35,13,0,50,Male,01169133045,2021-02-27
36,14,0,26,Female,01501111049,2021-02-27
37,13,0,19,Female,01272928430,2021-02-28
38,6,0,47,Male,01583764843,2021-02-28
39,14,0,40,Female,01017811203,2021-03-01
40,5,0,53,Female,01289522447,2021-03-01
41,3,0,23,Female,01241879915,2021-03-01
42,6,0,20,Female,01200944305,2021-03-02
43,6,0,46,Female,01145553365,2021-03-02
44,15,0,22,Female,01100399576,2021-03-02
45,11,0,46,Male,01143146684,2021-03-02
46,9,0,19,Male,01587307547,2021-03-03
47,7,0,21,Male,01292188992,2021-03-03
48,8,0,26,Female,01024901551,2021-03-04
49,9,0,23,Female,01245659622,2021-03-04
50,10,0,31,Male,01197395894,2021-03-05
51,4,0,25,Male,01520538637,2021-03-05
52,9,0,34,Male,01020976906,2021-03-06
53,13,0,27,Female,01030014553,2021-03-07
54,14,0,38,Female,01298845809,2021-03-07
55,15,0,20,Male,01546757275,2021-03-07
56,7,0,34,Male,01013346154,2021-03-07
57,12,0,38,Female,01558925079,2021-03-08
58,2,0,24,Male,01524419966,2021-03-08
59,14,0,35,Male,01005587547,2021-03-08
60,15,0,20,Male,01002027997,2021-03-09
61,15,0,36,Male,01022661658,2021-03-10
62,14,0,32,Male,01126504642,2021-03-10
63,7,0,52,Male,01241167556,2021-03-11
64,4,0,21,Female,01218231692,2021-03-12
65,11,0,54,Female,01217325566,2021-03-13
66,6,0,28,Female,01551287249,2021-03-13
67,15,0,45,Male,01249769404,2021-03-13
68,9,0,45,Female,01206201181,2021-03-15
69,7,0,51,Male,01147506209,2021-03-16
70,3,0,32,Female,01528122784,2021-03-16
71,4,0,18,Male,01514198152,2021-03-17
72,14,0,33,Male,01579907739,2021-03-17
73,13,0,55,Female,01248787442,2021-03-17
74,9,0,33,Female,01586196836,2021-03-19
75,9,0,21,Female,01061002627,2021-03-20
76,1,0,22,Male,01555039356,2021-03-20
77,4,0,56,Female,01266210826,2021-03-20
78,5,0,57,Female,01100268913,2021-03-20
79,9,0,30,Male,01088696459,2021-03-20
80,1,0,19,Male,01223905015,2021-03-21
81,9,0,40,Male,01522934154,2021-03-22
82,13,0,52,Male,01298808615,2021-03-22
83,8,0,47,Female,01258999441,2021-03-22
84,13,0,30,Female,01500909122,2021-03-25
85,10,0,33,Female,01243838289,2021-03-26
86,6,0,28,Female,01299467155,2021-03-26
87,10,0,32,Male,01574079145,2021-03-27
88,11,0,20,Female,01056575732,2021-03-27
89,8,0,20,Female,01071616872,2021-03-27
90,6,0,23,Female,01147549332,2021-03-28
91,12,0,51,Female,01018319265,2021-03-28
92,10,0,37,Male,01027666151,2021-03-28
93,15,0,26,Male,01008444006,2021-03-28
94,11,0,34,Male,01522316538,2021-03-28
95,15,0,29,Female,01117449697,2021-03-29
96,15,0,53,Male,01128467752,2021-03-29
97,15,0,42,Male,01221998302,2021-04-01
98,7,0,22,Male,01202553962,2021-04-01
99,15,0,30,Male,01121186854,2021-04-01
100,5,0,29,Male,01166252544,2021-04-02
101,8,0,21,Male,01281212585,2021-04-03
102,2,0,30,Male,01086601376,2021-04-03
103,3,0,24,Female,01104081554,2021-04-04
104,11,0,49,Female,01232509894,2021-04-04
105,8,0,44,Female,01047170296,2021-04-04
106,3,0,19,Male,01268579654,2021-04-05
107,8,0,19,Female,01281718398,2021-04-06
108,7,0,18,Male,01599686546,2021-04-07
109,10,0,23,Male,01056578010,2021-04-08
110,14,0,29,Male,01503700294,2021-04-08
111,3,0,21,Male,01225088584,2021-04-10
112,12,0,20,Female,01265326291,2021-04-11
113,4,0,23,Male,01292840830,2021-04-11
114,6,0,26,Female,01194454822,2021-04-13
115,15,0,31,Female,01517825412,2021-04-13
116,7,0,32,Male,01200921164,2021-04-14
117,11,0,20,Male,01597114005,2021-04-14
118,3,0,32,Female,01130089194,2021-04-14
119,12,0,22,Female,01054249919,2021-04-14
120,12,0,28,Female,01553993896,2021-04-15
121,9,0,60,Male,01295108738,2021-04-15
122,5,0,26,Female,01596760657,2021-04-16
123,1,0,35,Male,01009542697,2021-04-16
124,1,0,36,Male,01154138171,2021-04-16
125,3,0,32,Male,01117621441,2021-04-17
126,1,0,57,Female,01544447053,2021-04-18
127,3,0,26,Male,01045310850,2021-04-18
128,12,0,23,Male,01594786820,2021-04-18
129,11,0,36,Female,01214038572,2021-04-18
130,1,0,24,Male,01538732842,2021-04-19
131,15,0,19,Female,01546938787,2021-04-20
132,10,0,52,Male,01070535843,2021-04-20
133,14,0,25,Male,01565964096,2021-04-21
134,7,0,21,Male,01537484687,2021-04-21
135,9,0,26,Male,01582843435,2021-04-22
136,6,0,20,Male,01564227827,2021-04-22
137,6,0,38,Female,01590715884,2021-04-23
138,7,0,27,Male,01505233618,2021-04-23
139,2,0,19,Female,01157292978,2021-04-23
140,3,0,34,Female,01291944405,2021-04-23
141,3,0,26,Male,01251543144,2021-04-23
142,7,0,45,Female,01579060980,2021-04-23
143,10,0,53,Female,01522909279,2021-04-24
144,7,0,25,Male,01173041915,2021-04-24
145,5,0,23,Male,01177752563,2021-04-24
146,8,0,60,Female,01556190860,2021-04-25
147,11,0,32,Female,01068992765,2021-04-25
148,12,0,35,Female,01045395936,2021-04-26
149,4,0,31,Male,01057694613,2021-04-26
150,3,0,19,Female,01234910179,2021-04-26
151,2,0,19,Male,01511522197,2021-04-27
152,6,0,30,Male,01247959293,2021-04-27
153,13,0,19,Male,01532628688,2021-04-27
154,13,0,20,Male,01155568319,2021-04-28
155,13,0,21,Male,01523731430,2021-04-28
156,8,0,31,Female,01143077732,2021-04-28
157,14,0,22,Female,01049913749,2021-04-29
158,3,0,21,Female,01003123594,2021-04-29
159,3,0,51,Male,01299975324,2021-04-30
160,15,0,32,Female,01040086754,2021-04-30
161,10,0,35,Male,01037700101,2021-05-01
162,11,0,29,Female,01091188913,2021-05-01
163,9,0,58,Male,01171676019,2021-05-01
164,15,0,20,Female,01505830382,2021-05-02
165,10,0,27,Female,01530635347,2021-05-03
166,11,0,31,Male,01076237534,2021-05-03
167,15,0,38,Female,01039405881,2021-05-04
168,2,0,52,Female,01061660297,2021-05-05
169,10,0,31,Male,01007269443,2021-05-05
170,1,0,35,Female,01129958597,2021-05-05
171,14,0,42,Male,01137934198,2021-05-05
